total_cloud_cover_sfc,shortwave_radiation_backwards_sfc,angle_of_incidence,zenith,generated_power_kw
100.0,0.89,59.663593,72.043465,206.17519
3.9,122.82,44.764396,62.36466,798.55111
3.6,322.18,29.857741,54.328586,1915.7382
1.2,490.39,14.98398,48.85336,2849.3513
0.3,619.44,4.2621629,46.884618,3049.4668
0.0,692.42,15.101978,48.85414,3000.4989
0.0,722.68,29.977784,54.328675,2739.6307
0.0,694.2,44.886703,62.361711,2242.1163
0.0,609.65,59.789172,72.034608,998.95833
0.0,481.49,74.636092,82.622047,123.13811
0.0,0.0,74.595199,82.433235,293.74976
0.0,1.78,59.618188,71.725341,952.55831
0.0,121.04,44.709221,62.022882,1766.8851
0.0,315.06,29.790187,53.960639,2419.4932
0.0,485.05,14.888563,48.466234,2746.9364
0.0,618.55,4.0875217,46.499832,2922.9944
0.0,696.87,15.244918,48.524444,2874.0353
0.0,725.35,30.024997,54.014002,2640.6783
0.0,696.87,44.94615,62.088928,2193.5643
0.0,614.99,59.858086,71.794895,984.0998
0.0,487.72,74.716312,82.407517,128.36806
0.0,0.0,74.561315,82.134259,279.15599
0.0,1.78,59.572554,71.4053,951.87368
0.0,125.49,44.65493,61.679309,1788.1319
0.0,317.73,29.681165,53.571277,2405.8256
0.0,485.05,14.801651,48.077448,2705.2294
0.0,614.99,3.8903824,46.109054,2822.5712
0.0,699.54,15.066657,48.115082,2800.9035
0.0,727.13,30.078623,53.699719,2545.2561
0.0,696.87,45.010024,61.816933,2120.9897
0.0,612.32,59.930307,71.556018,972.16769
0.0,486.83,74.809119,82.201162,140.21872
5.7,0.0,74.526209,81.832922,262.79406
3.9,3.56,59.541531,71.094325,942.49016
0.9,139.73,44.601652,61.334083,1761.0983
8.4,329.3,29.663712,53.219596,2330.1819
4.2,493.06,14.723681,47.687125,2697.1626
2.4,621.22,3.8204094,45.725039,2923.0258
1.8,706.66,15.19724,47.780988,2888.6197
0.0,737.81,30.138588,53.385904,2617.3262
0.0,712.0,45.078239,61.545779,2146.9767
0.0,629.23,60.005743,71.318008,1074.9995
0.0,499.29,74.864627,81.965937,219.21004
0.0,329.3,85.185592,89.514217,0.996
3.3,0.0,74.490011,81.529413,310.05984
0.0,4.45,59.481056,70.760052,1030.0652
0.0,138.84,44.549519,60.987349,1834.6125
0.0,333.75,29.605133,52.846771,2424.6642
1.2,507.3,14.655065,47.295387,2605.223
28.8,627.45,3.7553228,45.336401,2909.6684
0.0,719.12,15.253809,47.42278,2774.5503
0.0,745.82,30.204805,53.072632,2511.2375
0.0,715.56,45.150707,61.275516,2140.0965
0.0,630.12,60.0843,71.080891,1071.7122
0.0,501.07,74.970634,81.766611,141.87328
0.0,0.0,74.452852,81.223917,276.98497
0.0,5.34,59.435416,70.435138,1050.2024
0.0,142.4,44.498659,60.639248,1870.1204
0.0,336.42,29.549884,52.47259,2429.165
0.0,505.52,14.596189,46.902355,2704.2585
0.0,637.24,3.7667248,44.946888,2771.6524
0.0,713.78,15.322585,47.064488,2766.9008
0.0,739.59,30.277181,52.759978,2574.2355
0.0,708.44,45.227332,61.006193,2135.084
0.0,623.0,60.16588,70.844693,1018.289
0.0,493.95,75.059675,81.553972,155.41676
1.2,0.0,74.414855,80.916614,295.74341
0.0,6.23,59.389997,70.108894,1032.6548
0.0,146.85,44.449197,60.289928,1820.7111
0.0,339.98,29.498123,52.097192,2355.2314
0.0,508.19,14.547402,46.508153,2666.7428
0.0,639.02,3.849398,44.556609,2820.1406
0.0,722.68,15.403369,46.706206,2791.1566
0.0,750.27,30.355612,52.448016,2574.2649
0.0,720.9,45.308018,60.737858,1970.0668
0.0,636.35,60.250383,70.60944,890.54546
0.0,507.3,75.150699,81.341874,201.97139
0.0,338.2,85.041882,88.626427,3.1634921
24.6,0.0,74.252706,80.51616,316.75294
24.6,8.9,59.344908,69.781467,1119.0581
15.3,161.09,44.401257,59.939531,1684.25
2.1,352.44,29.450006,51.720713,2025.6491
0.0,515.31,14.50901,46.112903,2449.8276
0.0,643.47,3.9787206,44.165673,2696.244
0.0,718.23,15.495919,46.348029,2719.7232
0.0,744.04,30.439986,52.136821,2363.8079
0.6,713.78,45.392663,60.470557,1622.7733
0.0,630.12,60.337709,70.375157,919.99007
0.0,504.63,75.283394,81.159916,170.47789
1.5,341.76,84.6828,88.105037,0.42124183
100.0,0.0,74.089689,80.113846,13.023446
100.0,2.67,59.300255,69.453003,80.849335
100.0,63.19,44.354955,59.588202,149.22339
100.0,145.96,29.405678,51.34329,327.36518
100.0,369.35,14.481273,45.716728,716.79222
48.0,595.41,4.1442438,43.774188,343.72481
0.0,0.0,74.173373,79.893718,373.094
0.0,10.68,59.25614,69.123648,1187.4758
0.0,165.54,44.310406,59.236086,1987.7126
0.0,358.67,29.365277,50.96506,2530.0079
0.0,524.21,14.464402,45.319752,2894.8564
0.0,652.37,4.3393921,43.382265,3056.7941
0.0,736.03,15.715145,45.632376,2997.9068
0.0,762.73,30.626087,51.517024,2742.1568
0.0,732.47,45.57342,59.939252,2261.1239
0.0,646.14,60.520427,69.909604,1191.2775
0.0,516.2,75.434737,80.709066,187.58972
0.0,347.1,85.721107,88.316702,1.6152778
2.0,0.0,84.830322,87.524819,4.1297112
100.0,0.0,74.133099,79.580745,359.65066
100.0,9.79,59.212658,68.793548,928.4873
100.0,141.51,44.267714,58.883325,1368.7558
0.0,358.67,29.328928,50.58616,1027.2717
0.0,527.77,14.458547,44.9221,1031.5255
0.0,658.6,4.5854296,42.992496,1008.4002
10.0,648.81,15.841155,45.275095,1991.6894
10.0,678.18,30.727565,51.208576,1378.1712
20.0,705.77,45.669323,59.675349,498.44188
58.0,511.75,60.61562,69.678393,100.45392
75.0,381.81,75.602098,80.550851,12.821569
0.0,0.0,85.277651,87.577975,2.1010436
0.0,0.0,74.092551,79.266818,341.86061
0.0,14.24,59.1699,68.462843,1201.3055
0.0,173.55,44.226978,58.530062,1957.4223
0.0,366.68,29.408181,50.258246,2528.7962
0.0,534.0,14.217778,44.447837,2848.1827
0.0,663.94,4.8005218,42.597579,2952.9333
0.0,746.71,15.977612,44.918336,2915.0436
0.0,771.63,30.834489,50.901216,2651.5866
0.0,737.81,45.768773,59.412694,2153.0843
0.0,649.7,60.71324,69.448275,1179.0811
0.0,520.65,75.632314,80.290352,213.97641
0.0,351.55,85.944587,87.943014,3.7451389
100.0,0.0,74.051822,78.952091,22.180013
100.0,14.24,59.127952,68.131676,159.44572
100.0,129.94,44.188288,58.176435,343.32086
85.0,334.64,29.26884,49.826897,2283.5726
12.0,522.43,14.480216,44.125262,2445.9668
2.0,651.48,5.0593281,42.204987,1415.1719
10.0,604.31,60.813193,69.21927,95.074551
10.0,488.61,75.733306,80.08203,144.51816
31.0,351.55,85.700915,87.497168,0.68412698
100.0,0.0,74.010996,78.636713,13.995278
100.0,10.68,59.086891,67.800184,40.578889
62.0,172.66,44.15173,57.822584,82.954039
100.0,333.75,29.245295,49.446804,159.23395
100.0,404.06,14.50776,43.726326,415.38627
100.0,377.36,5.3337756,41.812435,505.88852
100.0,201.14,16.280276,44.206649,456.43138
100.0,235.85,31.064134,50.289989,463.791
100.0,261.66,45.9779,58.89129,126.05724
100.0,174.44,60.915386,68.99143,88.117222
100.0,218.94,75.835652,79.874441,2.1630428
100.0,0.0,73.970154,78.32083,22.253985
100.0,11.57,59.046792,67.468502,200.51778
100.0,92.56,44.117378,57.468644,384.36778
100.0,141.51,29.226194,49.06658,271.08084
100.0,140.62,14.546367,43.327208,246.9109
100.0,195.8,5.6215541,41.420008,307.93985
100.0,317.73,16.445671,43.851973,245.80199
100.0,304.38,31.18658,49.986316,145.8094
100.0,285.69,46.087373,58.632676,249.51502
100.0,136.17,61.019728,68.764788,47.087222
81.0,0.0,85.179187,86.415733,16.812366
100.0,0.0,73.929372,78.004585,189.80922
0.0,26.7,59.007724,67.136762,513.76958
0.0,187.79,44.085304,57.114749,784.0065
76.0,371.13,29.211608,48.686354,1027.8736
100.0,474.37,14.595921,42.928029,829.40524
100.0,606.09,5.9208496,41.027817,686.81278
3.0,735.14,16.619882,43.498202,556.95978
100.0,642.58,31.313918,49.684039,174.35133
100.0,457.46,46.19998,58.375523,34.002555
100.0,201.14,61.126129,68.539381,14.595123
100.0,115.7,74.556682,78.349309,9.6833722
100.0,0.0,73.299865,77.247524,1.8783543
100.0,15.13,58.969753,66.805095,40.961315
100.0,140.62,44.055574,56.761029,398.11256
100.0,198.47,29.201598,48.306257,550.69889
100.0,147.74,14.656259,42.528909,297.92457
100.0,160.2,6.2301044,40.635972,455.46878
100.0,172.66,16.802484,43.145436,457.49553
100.0,223.39,31.445999,49.383237,393.47418
100.0,162.87,46.315617,58.119887,206.87611
100.0,109.47,61.234497,68.315246,111.46311
100.0,122.82,76.150001,79.256397,75.63092
100.0,0.0,100.07277,97.276608,22.207222
100.0,0.0,88.610039,88.412045,93.382289
100.0,18.69,73.848279,77.371561,185.65667
100.0,149.52,58.932946,66.473633,267.32485
100.0,291.92,44.028253,56.407617,394.44308
100.0,365.79,29.196219,47.926416,482.98405
100.0,339.98,14.727184,42.129966,316.56143
100.0,183.34,6.5479714,40.244582,530.11866
100.0,194.91,16.993046,42.793771,302.61083
100.0,203.81,31.58267,49.083984,272.24847
85.0,210.04,46.434174,57.865819,194.02072
24.0,173.55,61.344737,68.092415,91.448095
16.0,138.84,71.789045,75.710175,0.0375
100.0,0.0,100.14847,97.048692,13.485484
100.0,0.0,88.565662,88.097853,135.51043
100.0,5.34,73.808113,77.055059,225.46611
100.0,39.16,58.897366,66.142506,182.93889
100.0,56.96,44.003401,56.054645,185.29973
100.0,98.79,29.195516,47.546963,249.62361
100.0,348.88,14.808467,41.731321,32.046548
100.0,276.79,31.723768,48.786356,7.1075
100.0,216.27,46.555537,57.613368,9.3633974
100.0,88.11,61.456753,67.870921,0.27835317
100.0,0.0,88.522464,87.785874,27.660556
100.0,18.69,73.768299,76.738747,260.85006
100.0,138.84,58.863079,65.811848,516.37833
100.0,289.25,43.981079,55.702249,626.12122
100.0,439.66,29.199532,47.168028,298.40836
100.0,302.6,14.899849,41.333094,219.53748
100.0,244.75,7.219016,39.465799,109.12147
100.0,319.51,17.396334,42.094133,202.1585
100.0,258.1,31.869126,48.490422,85.974686
100.0,266.11,46.679587,57.36258,116.51056
100.0,253.65,61.484105,67.588334,39.148023
100.0,0.0,100.16347,96.485564,6.3583333
100.0,0.0,88.480866,87.476735,368.43005
100.0,30.26,73.72891,76.422767,1005.7376
100.0,174.44,58.830151,65.481795,1120.8914
10.0,193.13,43.961345,55.350563,1637.6355
48.0,247.42,29.208303,46.789744,2142.2057
49.0,283.91,15.001054,40.935407,1305.8351
20.0,425.42,7.5422315,39.074226,1723.1202
45.0,381.81,17.608201,41.746346,1995.2404
100.0,378.25,32.018569,48.19625,1689.6365
10.0,354.22,46.806198,57.113496,997.45909
35.0,280.35,61.685696,67.432051,507.43333
10.0,226.06,73.607072,76.20719,27.297123
97.0,0.0,100.73023,96.624852,6.5301802
100.0,0.0,88.441247,87.170996,121.87213
100.0,21.36,73.690026,76.107259,450.78138
100.0,131.72,58.798652,65.152482,871.6075
100.0,222.5,43.944261,54.999726,875.37472
100.0,364.01,29.22186,46.412244,960.74139
100.0,420.97,15.111784,40.538379,813.86954
100.0,170.88,7.8841805,38.685736,531.99432
100.0,341.76,17.826312,41.400033,270.46316
100.0,639.91,32.171913,47.903901,326.12917
100.0,566.04,46.935239,56.866152,140.42278
100.0,509.97,61.802405,67.214717,370.65444
100.0,185.12,72.47701,75.072788,5.9262821
0.0,0.0,61.209215,66.557956,1.7159452
0.0,0.0,61.209215,66.557956,87.292352
0.0,42.72,61.209215,66.557956,290.58443
0.0,221.61,57.926698,64.208287,665.51778
0.0,405.84,43.929888,54.649923,492.76944
0.0,565.15,29.240247,46.035749,140.00306
5.0,0.0,102.11023,97.085764,4.7921769
0.0,0.0,88.368477,86.570528,414.80171
0.0,48.06,73.61409,75.478231,1245.102
0.0,234.07,58.740219,64.496629,1936.7731
0.0,421.86,43.918275,54.301146,2405.682
0.0,583.84,29.263435,45.66013,2798.8026
0.0,708.44,15.360568,39.746773,2857.0071
2.4,772.52,8.5794352,37.911809,2842.0558
0.0,801.89,18.279591,40.712152,2597.9899
0.0,773.41,32.489543,47.32489,2171.1956
0.0,688.86,47.200062,56.376798,1499.2858
0.0,559.81,62.039719,66.784322,594.12119
0.0,392.49,73.941703,75.601527,35.945833
8.0,0.0,102.04937,96.750425,4.4904762
0.0,0.0,88.334822,86.275116,387.12615
3.0,57.85,73.577204,75.164996,897.60474
0.0,244.75,58.713429,64.170369,1004.3757
1.2,432.54,43.909492,53.953686,2034.4893
7.8,593.63,29.291491,45.28579,2763.0826
23.4,698.65,15.497985,39.352442,2228.0774
4.0,788.54,8.9316005,37.526581,2186.9103
0.6,822.36,18.513941,40.370749,2516.2902
30.0,776.97,32.56077,46.985523,1070.2377
100.0,626.56,47.335557,56.134837,1179.3527
82.0,547.35,62.191587,66.594665,477.62872
19.0,380.92,73.806538,75.214798,22.832843
0.0,0.0,101.47094,96.024236,23.744074
0.0,0.0,88.218507,85.919812,294.45087
0.0,54.29,73.541152,74.852805,945.63214
0.0,240.3,58.688353,63.845406,1655.5333
0.0,426.31,43.90359,53.607631,2460.5933
0.0,585.62,29.225559,44.86215,2745.8985
0.0,709.33,15.643641,38.959247,2885.0596
0.0,786.76,9.2860828,37.142637,2820.1377
0.0,806.34,18.752897,40.031133,2570.0332
1.8,763.62,32.82045,46.753794,2119.1084
0.9,679.96,47.472912,55.894709,1463.5934
0.6,558.03,62.28141,66.359666,632.30069
0.0,393.38,74.662793,75.57753,25.66378
0.0,0.0,102.66677,96.63898,7.4369697
0.0,0.0,88.269994,85.689773,414.33761
0.0,62.3,73.506017,74.541801,1242.1246
0.0,259.88,58.665062,63.52188,1977.6512
0.0,453.01,43.900624,53.263122,2467.4836
0.0,615.88,29.36219,44.541213,2676.6376
0.0,737.81,15.797199,38.567306,2951.6153
0.0,804.56,9.6424268,36.76007,2840.5825
8.1,821.47,18.996071,39.693375,2529.9274
0.6,784.98,32.990376,46.471318,2189.2986
0.0,705.77,47.611977,55.656428,1516.5812
0.0,574.05,62.403582,66.149493,663.24186
0.0,404.95,74.899587,75.473929,24.531707
100.0,0.0,102.85315,96.493611,11.032749
100.0,0.0,88.237683,85.39826,447.66534
100.0,58.74,73.471883,74.232126,1290.326
3.0,258.1,58.643626,63.19993,2020.3884
0.0,447.67,43.900644,52.920297,2535.9097
0.0,606.98,29.404832,44.171245,2860.7291
0.0,728.91,15.958318,38.176735,2964.7868
0.0,808.12,10.000219,36.378975,2882.3406
0.0,831.26,19.243085,39.357542,2645.7264
0.0,799.22,33.163009,46.190938,2190.4372
0.0,712.0,47.752598,55.420004,1483.3401
0.0,582.06,62.526467,65.940752,637.58692
4.8,412.96,75.383718,75.559098,20.239352
0.0,0.0,102.92297,96.26251,22.50977
0.0,0.0,88.20501,85.106924,453.44921
0.0,70.31,73.438833,73.92392,1267.1514
0.0,265.22,58.624113,62.879696,1930.9045
0.9,455.68,43.903697,52.579297,2486.0261
3.9,615.88,29.452322,43.803003,2776.8061
4.5,734.25,16.044646,37.757563,2859.7307
5.4,817.02,10.359084,35.999442,2822.1077
30.0,799.22,19.493573,39.0237,2550.4818
0.0,777.86,33.338144,45.912688,1991.6871
0.0,713.78,47.894623,55.185446,1376.3088
0.9,583.84,62.649936,65.733438,473.10799
1.5,419.19,74.858462,74.879483,29.267865
100.0,0.0,102.47029,95.640522,18.433939
59.0,0.0,88.171901,84.815675,463.9205
100.0,73.87,73.406949,73.617326,1012.4864
100.0,260.77,58.606589,62.561315,1580.3163
100.0,422.75,43.909826,52.240261,1852.0908
100.0,532.22,29.504642,43.436623,1877.7974
100.0,631.01,16.301878,37.400172,2126.2377
100.0,636.35,10.718677,35.621563,2445.8871
100.0,583.84,19.747179,38.69191,2303.6675
100.0,484.16,33.515572,45.636599,1779.6742
100.0,406.73,48.037897,54.952757,684.29286
71.0,489.5,62.773857,65.527545,97.36077
41.0,414.74,74.497482,74.32506,6.387619
2.0,0.0,103.04462,95.793915,18.831473
100.0,0.0,88.138414,84.524609,463.50612
100.0,69.42,73.37631,73.312482,1302.6158
37.0,271.45,58.591118,62.244925,2005.9706
0.0,468.14,43.91907,51.903327,2487.1641
0.0,630.12,29.561765,43.072238,2818.3444
0.0,754.72,16.483638,37.01441,2940.5742
0.0,813.46,11.07868,35.245425,2852.2145
0.0,833.93,20.003558,38.362234,2607.0379
0.0,800.11,33.689453,45.360719,2159.4315
0.0,712.89,48.182265,54.721943,1475.6098
0.0,582.95,62.898102,65.323063,643.55761
0.0,414.74,75.845126,75.071154,18.146392
0.0,0.0,103.10521,95.562755,21.656557
0.0,0.0,88.104685,84.233927,487.58154
0.0,83.66,73.346996,73.009527,1301.0222
0.0,281.24,58.577762,61.930665,1993.0516
0.0,469.92,43.931465,51.568635,2511.6848
0.0,630.12,29.623656,42.709983,2823.7859
0.0,752.94,16.671602,36.630484,2927.9754
0.0,825.03,11.438801,34.871118,2874.1014
0.0,844.61,20.262375,38.034728,2604.5209
0.0,807.23,33.876482,45.091008,2186.9598
0.0,718.23,48.327573,54.493003,1532.9348
0.0,589.18,63.022538,65.119981,677.14549
0.0,420.08,75.833769,74.785183,18.997783
100.0,0.0,103.04437,95.242423,61.526763
79.0,0.0,88.070884,83.943881,291.58536
34.0,90.78,73.319083,72.708599,1198.7506
42.0,283.91,58.566579,61.61867,2067.6887
37.0,459.24,43.947042,51.23632,2582.9049
100.0,598.08,29.686613,42.348263,2710.3849
92.0,699.54,16.76611,36.207826,2954.9119
33.0,796.55,11.798769,34.498726,2775.9501
100.0,777.86,20.523308,37.709449,2568.1236
100.0,720.01,34.059551,44.821554,2059.5733
100.0,640.8,48.473664,54.265935,1422.7079
86.0,514.42,63.147037,64.918289,519.10854
34.0,387.15,75.822115,74.500084,23.134496
31.0,0.0,102.98459,94.925056,33.632208
14.0,0.0,88.037192,83.65474,467.36701
0.0,80.99,73.292647,72.409835,1310.2292
6.3,290.14,58.557627,61.309076,2029.8187
4.8,476.15,43.965829,50.90652,2429.3202
1.5,632.79,29.761573,41.992395,2860.7503
4.5,756.5,17.06481,35.868594,2962.5103
0.0,827.7,12.158329,34.128335,2949.8447
0.0,857.07,20.786043,37.386449,2717.1814
0.0,820.58,34.244087,44.554355,2269.9887
0.0,735.14,48.620384,54.040738,1544.4435
0.0,603.42,63.271466,64.717972,640.28904
0.0,432.54,76.056338,74.404093,39.576705
6.0,0.0,102.71848,94.453368,34.521546
22.0,0.0,88.003783,83.366764,470.38138
25.0,96.12,73.26776,72.113368,1204.6823
13.0,288.36,58.550958,61.002016,2088.991
0.0,455.68,43.987846,50.579372,2684.0389
100.0,576.72,29.837493,41.63733,2613.1881
71.0,276.79,17.269399,35.490859,1153.9587
100.0,813.46,12.517244,33.76003,631.14707
100.0,675.51,21.050278,37.065781,335.64778
100.0,455.68,34.429888,44.289428,128.5947
100.0,415.63,48.767577,53.817406,60.467734
100.0,325.74,63.395698,64.51902,15.597349
100.0,0.0,101.08204,92.941944,4.6546099
100.0,0.0,87.970827,83.080206,43.979559
100.0,18.69,73.244494,71.819333,119.72227
100.0,52.51,58.546622,60.697624,188.40683
100.0,101.46,44.013111,50.255011,217.60286
100.0,130.83,29.91797,41.284927,570.19271
100.0,280.35,17.478879,35.115418,870.88454
100.0,231.4,12.875291,33.393895,526.54606
100.0,68.53,21.31572,36.747496,651.51471
100.0,504.63,34.616752,44.026793,351.27395
100.0,607.87,48.915091,53.595937,179.46546
40.0,555.36,63.519606,64.321418,6.5775
100.0,421.86,75.169865,73.17902,42.4
100.0,0.0,86.476751,81.689692,12.066319
79.0,102.35,73.222911,71.52786,364.30887
35.0,294.59,58.544661,60.396031,536.06592
9.0,477.93,44.041632,49.933569,1241.4112
10.0,559.81,30.002931,40.93532,1485.0609
100.0,341.76,17.692931,34.742385,1331.9139
100.0,0.89,87.906873,82.512266,5.07
100.0,81.88,73.203074,71.239078,236.61444
100.0,299.93,58.545114,60.097365,858.94361
100.0,446.78,44.073411,49.61518,1690.9292
58.0,574.94,30.092292,40.588639,2019.1516
100.0,285.69,17.860486,34.350699,2260.9511
100.0,686.19,13.603499,32.673605,2281.3451
100.0,589.18,21.84911,36.118277,1542.6034
100.0,736.03,34.992885,43.508465,1942.3521
100.0,470.81,49.210486,53.158572,1141.0547
10.0,399.61,63.765953,63.93023,379.04449
10.0,354.22,78.454727,75.160374,337.71405
10.0,230.51,91.057028,84.776961,103.1469
0.0,0.89,87.876141,82.231306,65.960544
5.0,113.03,73.185034,70.953113,497.70948
10.0,302.6,58.548009,59.801752,1161.8054
0.0,473.48,44.108441,49.299971,1907.7325
0.0,647.92,30.185958,40.245016,2411.2403
0.0,765.4,18.133489,34.004005,2834.7809
0.0,835.71,13.942157,32.30935,2716.8042
0.0,852.62,22.116527,35.807448,1899.5985
10.0,808.12,35.181773,43.252812,2207.8757
10.0,687.08,49.358078,52.942677,1833.8297
10.0,561.59,63.795143,63.66581,509.58389
10.0,405.84,78.559075,74.975253,265.89114
0.0,231.4,91.871898,85.128604,101.28682
0.0,1.78,87.846391,81.952609,82.4125
0.0,118.37,73.168839,70.670084,510.08038
27.0,317.73,58.55337,59.509312,1281.1426
37.0,496.62,44.146705,48.98807,1931.8267
26.0,640.8,30.283825,39.904579,2459.8269
3.0,752.94,18.359366,33.638888,2618.7294
0.0,836.6,14.294713,31.952743,2822.9876
0.0,854.4,22.38409,35.499211,2824.6611
0.0,820.58,35.370963,42.99953,2560.4028
0.0,735.14,49.505415,52.728647,2090.5022
0.0,606.09,64.009565,63.544365,1385.971
0.0,436.99,78.66212,74.790998,553.73389
0.0,247.42,92.2177,85.133381,51.609477
100.0,2.67,87.817721,81.676349,116.7187
100.0,114.81,73.082078,70.334151,396.93777
100.0,297.26,58.604367,59.25298,552.3861
100.0,465.47,44.188175,48.679598,844.356
100.0,629.23,30.385775,39.567453,872.93688
100.0,720.9,18.588562,33.276641,508.06137
100.0,584.73,14.645435,31.598734,401.01774
100.0,503.74,22.651561,35.193622,418.90865
100.0,503.74,35.560279,42.748644,741.30156
100.0,485.94,49.652368,52.516489,992.71974
40.0,520.65,64.130075,63.353433,987.39323
30.0,414.74,78.763779,74.607618,330.06728
30.0,249.2,92.652938,85.206455,101.43341
100.0,0.89,87.790216,81.402687,5.8469444
100.0,83.66,73.142127,70.113297,107.88273
100.0,186.01,58.571531,58.934417,291.55472
80.0,345.32,44.232816,48.374674,208.4094
100.0,403.17,30.491682,39.233763,260.75373
100.0,348.88,18.820769,32.917377,671.30361
0.0,841.05,14.994155,31.247413,1111.4178
100.0,0.0,102.36899,92.109203,135.24753
100.0,0.89,87.763948,81.13177,362.05992
100.0,36.49,73.131664,69.839756,683.3875
53.0,145.96,58.584332,58.652181,559.78722
65.0,204.7,44.280582,48.07341,436.62698
100.0,229.62,30.601412,38.903628,397.92333
100.0,342.65,19.055684,32.561209,254.48179
100.0,301.71,15.34071,30.898867,333.55261
100.0,318.62,23.185327,34.590618,2011.6776
10.0,314.17,35.938618,42.254172,643.33075
100.0,300.82,49.944621,52.097842,270.26056
23.0,199.36,64.36801,62.975614,54.054428
15.0,142.4,74.449637,70.75336,0.85942029
100.0,0.0,102.32057,91.82282,24.036111
0.0,5.34,87.738979,80.863737,372.01633
100.0,124.6,73.123154,69.569586,673.71194
10.0,308.83,58.599601,58.373557,424.6357
10.0,485.05,44.331419,47.775915,2034.7373
23.0,591.85,30.714819,38.577165,1796.2694
100.0,654.15,19.293009,32.208247,1966.31
100.0,563.37,15.684947,30.553182,498.52909
100.0,582.06,23.451198,34.293318,772.99624
100.0,536.67,36.127262,42.010613,933.39628
100.0,451.23,50.089699,51.891405,177.06391
100.0,248.31,64.485262,62.788763,81.685446
100.0,0.0,102.27352,91.539946,56.527778
100.0,5.34,87.715363,80.598714,460.13803
0.0,142.4,73.116608,69.302881,1218.4761
0.0,334.64,58.617321,58.098643,2019.5456
10.0,492.17,44.385268,47.482296,2026.7763
100.0,334.64,30.831759,38.254492,1455.0139
100.0,324.85,19.532471,31.85861,1584.8421
31.0,338.2,16.026745,30.210459,1259.9978
45.0,351.55,23.716137,33.998905,1840.981
10.0,509.97,36.315511,41.769634,1291.5045
10.0,525.1,50.233904,51.686857,671.48744
56.0,251.87,64.601247,62.603285,301.05447
100.0,158.42,78.978515,73.745697,0.014465409
100.0,0.0,102.1013,91.164884,27.524294
100.0,7.12,87.693146,80.336824,219.09665
100.0,111.25,73.112032,69.039734,453.2504
100.0,258.1,58.63747,57.827528,774.27258
100.0,411.18,44.442059,47.192647,1534.3463
100.0,633.68,30.952068,37.935707,2567.4989
2.0,788.54,19.773747,31.512384,2920.693
100.0,827.7,16.365904,29.870756,2921.894
100.0,782.31,23.979932,33.707416,2650.575
100.0,698.65,36.503035,41.531161,2108.7831
100.0,599.86,50.377157,51.484279,1498.6501
100.0,511.75,64.715898,62.419221,662.05833
100.0,405.84,79.127175,73.610374,33.6341
10.0,652.37,29.423067,35.744468,2581.0272
10.0,776.08,20.506021,30.495441,2782.8494
100.0,316.84,17.366632,28.870849,2626.1294
100.0,194.91,24.762787,32.8512,1800.1336
100.0,199.36,37.0602,40.831326,706.18708
100.0,289.25,50.800104,50.888439,844.50941
100.0,260.77,65.051047,61.875664,407.97437
77.0,195.8,79.518901,73.174558,33.350815
45.0,0.0,102.05882,90.179612,79.005278
51.0,16.02,87.619049,79.322816,573.94442
100.0,169.1,73.113452,68.024499,1291.7967
100.0,332.86,58.741794,56.782885,1697.3794
100.0,484.16,44.697202,46.075742,2295.5119
100.0,600.75,31.463831,36.701697,2689.6781
100.0,705.77,20.751739,30.163858,2518.3639
100.0,720.01,17.693692,28.543986,2813.4818
100.0,708.44,25.020113,32.571886,2406.676
36.0,804.56,37.243583,40.603242,1982.0331
35.0,742.26,50.938442,50.693802,1384.8917
0.3,623.0,65.159557,61.697399,595.7528
0.0,461.02,79.605528,73.000359,36.930556
100.0,0.0,112.99639,98.079817,10.2
100.0,0.0,102.02025,89.918907,112.79444
100.0,10.68,87.604392,79.078225,489.34417
100.0,100.57,73.118744,67.780468,924.04183
100.0,205.59,58.773664,56.532131,794.80667
100.0,287.47,44.767618,45.807443,890.54361
100.0,308.83,31.598637,36.40407,828.69566
100.0,321.29,20.998307,29.836459,1319.9406
100.0,251.87,18.018005,28.220843,672.48232
100.0,314.17,25.27562,32.295946,478.04333
100.0,329.3,37.425636,40.377913,438.2545
100.0,231.4,51.075308,50.501225,415.7237
100.0,237.63,65.266343,61.520635,183.96861
100.0,235.85,78.602703,71.979897,30.434967
1.5,0.0,113.31452,98.073329,1.5306452
0.6,0.0,101.98323,89.662183,168.05958
9.6,19.58,87.591353,78.837414,450.14311
11.1,179.78,73.12601,67.540522,1244.7293
100.0,346.21,58.807786,56.285707,1404.8224
100.0,478.82,44.840521,45.543686,1145.4596
100.0,535.78,31.735837,36.110963,1352.8692
100.0,498.4,21.245101,29.513084,1398.5836
100.0,225.17,18.338804,27.90118,413.93294
100.0,243.86,25.528883,32.0232,390.68611
100.0,335.53,37.606141,40.155243,433.4925
100.0,245.64,51.210566,50.310665,586.81734
100.0,265.22,65.371311,61.345363,227.31436
100.0,189.57,79.169131,72.184701,17.189091
100.0,0.0,101.94754,89.409195,130.9478
100.0,11.57,87.579966,78.600481,197.91444
10.0,129.05,73.135254,67.304746,254.97361
100.0,158.42,58.844129,56.043699,52.402778
100.0,208.26,44.915833,45.284561,109.5682
100.0,276.79,31.875268,35.82248,414.85
100.0,259.88,21.491882,29.193838,1407.1082
94.0,254.54,18.65599,27.585076,2222.263
